Original Name,Cleaned Name,Normalized (OLD),Normalized (NEW),Match OLD,Match NEW,Type OLD,Type NEW,Matched OLD,Matched NEW,Improvement,Partial Match,Similarity Score,Partial Matched Name,Partial Match Type
Great Guns,Great Guns,greatguns,great guns,1,1,main,main,Great Guns,Great Guns,SAME,0,,,
Great Sluggers (Japan),Great Sluggers,greatsluggers,great sluggers,1,1,main,main,Great Sluggers,Great Sluggers,SAME,0,,,
Great Sluggers '94,Great Sluggers '94,greatsluggers94,great sluggers 94,1,1,main,main,Great Sluggers '94,Great Sluggers '94,SAME,0,,,
Great Swordsman (World),Great Swordsman,greatswordsman,great swordsman,1,1,main,main,Great Swordsman,Great Swordsman,SAME,0,,,
Green Beret,Green Beret,greenberet,green beret,0,0,,,,,SAME,0,,,
Green Beret (Irem),Green Beret,greenberet,green beret,0,0,,,,,SAME,0,,,
Grid Seeker Project Storm Hammer (Ver 1.3O),Grid Seeker Project Storm Hammer,gridseekerprojectstormhammer,grid seeker project storm hammer,1,1,main,main,Grid Seeker: Project Storm Hammer,Grid Seeker: Project Storm Hammer,SAME,0,,,
Gridiron Fight,Gridiron Fight,gridironfight,gridiron fight,1,1,main,main,Gridiron Fight,Gridiron Fight,SAME,0,,,
Gridlee,Gridlee,gridlee,gridlee,1,1,main,main,Gridlee,Gridlee,SAME,0,,,
Grind Stormer,Grind Stormer,grindstormer,grind stormer,1,1,main,main,Grind Stormer,Grind Stormer,SAME,0,,,
Grobda (New Ver.),Grobda,grobda,grobda,1,1,main,main,Grobda,Grobda,SAME,0,,,
Groove on Fight - Gouketsuji Ichizoku 3 (J 970416 V1.001),Groove on Fight - Gouketsuji Ichizoku 3,grooveonfightgouketsujiichizoku3,groove on fight gouketsuji ichizoku 3,1,1,main,main,Groove on Fight: Gouketsuji Ichizoku 3,Groove on Fight: Gouketsuji Ichizoku 3,SAME,0,,,
Ground Effects  Super Ground Effects (Japan),Ground Effects  Super Ground Effects,groundeffectssupergroundeffects,ground effects super ground effects,0,0,,,,,SAME,0,,,
"Growl (World, Rev 1)",Growl,growl,growl,1,1,main,main,Growl,Growl,SAME,0,,,
Grudge Match (Yankee Game Technology),Grudge Match,grudgematch,grudge match,0,0,,,,,SAME,0,,,
G-Stream G2020,G-Stream G2020,gstreamg2020,g stream g2020,1,1,main,main,G-Stream G2020,G-Stream G2020,SAME,0,,,
GTI Club: Rally Cote D'Azur (ver EAA),GTI Club: Rally Cote D'Azur,gticlubrallycotedazur,gti club rally cote d azur,1,1,main,main,GTI Club: Rally Côte d'Azur,GTI Club: Rally Côte d'Azur,SAME,0,,,
Guardian (US),Guardian,guardian,guardian,1,1,main,main,Guardian,Guardian,SAME,0,,,
Guardian Force (JUET 980318 V0.105),Guardian Force,guardianforce,guardian force,1,1,main,main,Guardian Force,Guardian Force,SAME,0,,,
"Guardian Storm (horizontal, not encrypted)",Guardian Storm,guardianstorm,guardian storm,1,1,main,main,Guardian Storm,Guardian Storm,SAME,0,,,
Guardian Storm (vertical),Guardian Storm,guardianstorm,guardian storm,1,1,main,main,Guardian Storm,Guardian Storm,SAME,0,,,
Guardians / Denjin Makai II (P-FG01-1 PCB),Guardians / Denjin Makai II,guardiansdenjinmakai2,guardians denjin makai ii,1,1,main,main,Guardians: Denjin Makai II,Guardians: Denjin Makai II,SAME,0,,,
Guardians of the 'Hood,Guardians of the 'Hood,guardiansofthehood,guardians of the hood,1,1,main,main,Guardians of the 'Hood,Guardians of the 'Hood,SAME,0,,,
Guerrilla War (Joystick hack bootleg),Guerrilla War,guerrillawar,guerrilla war,1,1,main,main,Guerrilla War,Guerrilla War,SAME,0,,,
Guided Missile,Guided Missile,guidedmissile,guided missile,1,1,main,main,Guided Missile,Guided Missile,SAME,0,,,
Guitar Freaks 2nd Mix Ver 1.01 (GQ883 VER. JAD),Guitar Freaks 2nd Mix Ver 1.01,guitarfreaks2ndmixver101,guitar freaks 2nd mix ver 1 01,1,1,main,main,Guitar Freaks 2nd Mix Ver 1.01,Guitar Freaks 2nd Mix Ver 1.01,SAME,0,,,
Guitar Freaks Ver 1.01 (GQ886 VER. EAD),Guitar Freaks Ver 1.01,guitarfreaksver101,guitar freaks ver 1 01,0,0,,,,,SAME,0,,,
Gulf Storm (set 1),Gulf Storm,gulfstorm,gulf storm,1,1,main,main,Gulf Storm,Gulf Storm,SAME,0,,,
Gulf War II (set 1),Gulf War II,gulfwar2,gulf war ii,0,1,,main,,Gulf War-II,BETTER,0,,,
Gumbo,Gumbo,gumbo,gumbo,1,1,main,main,Gumbo,Gumbo,SAME,0,,,
Gun &amp;amp;amp;amp; Frontier (World),Gun &amp;amp;amp;amp; Frontier,gunampampampampfrontier,gun amp amp amp amp frontier,0,0,,,,,SAME,0,,,
Gun Champ,Gun Champ,gunchamp,gun champ,1,1,main,main,Gun Champ,Gun Champ,SAME,0,,,
Gun Dealer,Gun Dealer,gundealer,gun dealer,1,1,main,main,Gun Dealer,Gun Dealer,SAME,0,,,
Gun Dealer '94,Gun Dealer '94,gundealer94,gun dealer 94,1,1,main,main,Gun Dealer '94,Gun Dealer '94,SAME,0,,,
Gun Fight (set 1),Gun Fight,gunfight,gun fight,1,1,main,main,Gun Fight,Gun Fight,SAME,0,,,
Gun Force II (US),Gun Force II,gunforce2,gun force ii,1,0,main,,GunForce II,,WORSE,0,,,
Gun Master,Gun Master,gunmaster,gun master,1,1,main,main,Gun Master,Gun Master,SAME,0,,,
"Gun.Smoke (World, 1985-11-15)",Gun.Smoke,gunsmoke,gun smoke,1,1,main,main,Gun.Smoke,Gun.Smoke,SAME,0,,,
Gunbarich,Gunbarich,gunbarich,gunbarich,1,1,main,main,Gunbarich,Gunbarich,SAME,0,,,
Gunbird (World),Gunbird,gunbird,gunbird,1,1,main,main,Gunbird,Gunbird,SAME,0,,,
Gunbird 2 (set 1),Gunbird 2,gunbird2,gunbird 2,1,1,main,main,Gunbird 2,Gunbird 2,SAME,0,,,
Gunbuster (World),Gunbuster,gunbuster,gunbuster,1,1,main,main,Gunbuster,Gunbuster,SAME,0,,,
Gundhara,Gundhara,gundhara,gundhara,1,1,main,main,Gundhara,Gundhara,SAME,0,,,
Gunforce - Battle Fire Engulfed Terror Island (World),Gunforce - Battle Fire Engulfed Terror Island,gunforcebattlefireengulfedterrorisland,gunforce battle fire engulfed terror island,0,0,,,,,SAME,0,,,
Gunlock (Ver 2.3O 19940120),Gunlock,gunlock,gunlock,1,1,main,main,Gunlock,Gunlock,SAME,0,,,
GunNail (28th May. 1992),GunNail,gunnail,gunnail,1,1,main,main,GunNail,GunNail,SAME,0,,,
Gunpey (Japan),Gunpey,gunpey,gunpey,1,1,main,main,Gunpey,Gunpey,SAME,0,,,
Gunstar Heroes (Mega Play),Gunstar Heroes,gunstarheroes,gunstar heroes,1,1,main,main,Gunstar Heroes,Gunstar Heroes,SAME,0,,,
Guts'n (Japan),Guts'n,gutsn,guts n,1,1,main,main,Guts'n,Guts'n,SAME,0,,,
Guzzler,Guzzler,guzzler,guzzler,1,1,main,main,Guzzler,Guzzler,SAME,0,,,
"Gyakuten!! Puzzle Bancho (Japan, set 1)",Gyakuten!! Puzzle Bancho,gyakutenpuzzlebancho,gyakuten puzzle bancho,1,1,main,main,Gyakuten!! Puzzle Bancho,Gyakuten!! Puzzle Bancho,SAME,0,,,
Gypsy Juggler,Gypsy Juggler,gypsyjuggler,gypsy juggler,1,1,main,main,Gypsy Juggler,Gypsy Juggler,SAME,0,,,
Gyrodine,Gyrodine,gyrodine,gyrodine,1,1,main,main,Gyrodine,Gyrodine,SAME,0,,,
Gyruss,Gyruss,gyruss,gyruss,1,1,main,main,Gyruss,Gyruss,SAME,0,,,
"Hacha Mecha Fighter (19th Sep. 1991, protected, set 1)",Hacha Mecha Fighter,hachamechafighter,hacha mecha fighter,1,1,main,main,Hacha Mecha Fighter,Hacha Mecha Fighter,SAME,0,,,
"Hachoo! (World, set 1)",Hachoo!,hachoo,hachoo,1,1,main,main,Hachoo!,Hachoo!,SAME,0,,,
HAL21,HAL21,hal21,hal21,1,1,main,main,HAL21,HAL21,SAME,0,,,
Halley's Comet (US),Halley's Comet,halleyscomet,halley s comet,1,1,main,main,Halley's Comet,Halley's Comet,SAME,0,,,
Halley's Comet '87,Halley's Comet '87,halleyscomet87,halley s comet 87,0,0,,,,,SAME,0,,,
Hammer,Hammer,hammer,hammer,1,1,main,main,Hammer,Hammer,SAME,0,,,
Hammer Boy,Hammer Boy,hammerboy,hammer boy,1,1,main,main,Hammer Boy,Hammer Boy,SAME,0,,,
"Hammerin' Harry (World, M81 hardware)",Hammerin' Harry,hammerinharry,hammerin harry,1,1,main,main,Hammerin' Harry,Hammerin' Harry,SAME,0,,,
Hanabi de Doon! - Don-chan Puzzle,Hanabi de Doon! - Don-chan Puzzle,hanabidedoondonchanpuzzle,hanabi de doon don chan puzzle,1,1,main,main,Hanabi de Doon!: Don-chan Puzzle,Hanabi de Doon!: Don-chan Puzzle,SAME,0,,,
Hang Pilot (ver JAB),Hang Pilot,hangpilot,hang pilot,1,1,main,main,Hang Pilot,Hang Pilot,SAME,0,,,
Hang-On (Rev A),Hang-On,hangon,hang on,1,1,main,main,Hang-On,Hang-On,SAME,0,,,
Hang-On Jr. (Rev. B),Hang-On Jr.,hangonjr,hang on jr,1,1,main,main,Hang-On Jr.,Hang-On Jr.,SAME,0,,,
Happy Tour,Happy Tour,happytour,happy tour,1,1,main,main,Happy Tour,Happy Tour,SAME,0,,,
"Hard Drivin' (cockpit, rev 7)",Hard Drivin',harddrivin,hard drivin,1,1,main,main,Hard Drivin',Hard Drivin',SAME,0,,,
Hard Dunk (World),Hard Dunk,harddunk,hard dunk,1,1,main,main,Hard Dunk,Hard Dunk,SAME,0,,,
Hard Hat,Hard Hat,hardhat,hard hat,1,1,main,main,Hard Hat,Hard Hat,SAME,0,,,
Hard Head,Hard Head,hardhead,hard head,1,1,main,main,Hard Head,Hard Head,SAME,0,,,
"Hard Head 2 (v2.0, Music Program v2.4)",Hard Head 2,hardhead2,hard head 2,1,1,main,main,Hard Head 2,Hard Head 2,SAME,0,,,
Hard Times (set 1),Hard Times,hardtimes,hard times,1,1,main,main,Hard Times,Hard Times,SAME,0,,,
Hard Yardage (v1.20),Hard Yardage,hardyardage,hard yardage,1,1,main,main,Hard Yardage,Hard Yardage,SAME,0,,,
Harem,Harem,harem,harem,1,1,main,main,Harem,Harem,SAME,0,,,
Harem Challenge,Harem Challenge,haremchallenge,harem challenge,1,1,main,main,Harem Challenge,Harem Challenge,SAME,0,,,
Hasamu (Japan),Hasamu,hasamu,hasamu,1,1,main,main,Hasamu,Hasamu,SAME,0,,,
Hashire Patrol Car (J 990326 V1.000),Hashire Patrol Car,hashirepatrolcar,hashire patrol car,1,1,main,main,Hashire Patrol Car,Hashire Patrol Car,SAME,0,,,
Hat Trick (11/12/84),Hat Trick,hattrick,hat trick,1,1,main,main,Hat Trick,Hat Trick,SAME,0,,,
Hat Trick Hero '93 (Ver 1.0A 19930228),Hat Trick Hero '93,hattrickhero93,hat trick hero 93,1,1,main,main,Hat Trick Hero '93,Hat Trick Hero '93,SAME,0,,,
Hat Trick Hero '94 (Ver 2.2A 19940526),Hat Trick Hero '94,hattrickhero94,hat trick hero 94,1,1,main,main,Hat Trick Hero '94,Hat Trick Hero '94,SAME,0,,,
Hat Trick Hero '95 (Ver 2.5A 19941103),Hat Trick Hero '95,hattrickhero95,hat trick hero 95,1,1,main,main,Hat Trick Hero '95,Hat Trick Hero '95,SAME,0,,,
Hatch Catch,Hatch Catch,hatchcatch,hatch catch,1,1,main,main,Hatch Catch,Hatch Catch,SAME,0,,,
Hatris (US),Hatris,hatris,hatris,1,1,main,main,Hatris,Hatris,SAME,0,,,
Haunted Castle (version M),Haunted Castle,hauntedcastle,haunted castle,1,1,main,main,Haunted Castle,Haunted Castle,SAME,0,,,
Head On (2 players),Head On,headon,head on,1,1,main,main,Head-On,Head-On,SAME,0,,,
Head On 2,Head On 2,headon2,head on 2,1,1,main,main,Head On 2,Head On 2,SAME,0,,,
"Head Panic (ver. 0117, 17012000)",Head Panic,headpanic,head panic,1,1,main,main,Head Panic,Head Panic,SAME,0,,,
Heart Attack,Heart Attack,heartattack,heart attack,1,1,main,main,Heart Attack,Heart Attack,SAME,0,,,
Heated Barrel (World version 3),Heated Barrel,heatedbarrel,heated barrel,1,1,main,main,Heated Barrel,Heated Barrel,SAME,0,,,
Heaven's Gate,Heaven's Gate,heavensgate,heaven s gate,1,1,main,main,Heaven's Gate,Heaven's Gate,SAME,0,,,
Heavy Barrel (World),Heavy Barrel,heavybarrel,heavy barrel,1,1,main,main,Heavy Barrel,Heavy Barrel,SAME,0,,,
Heavy Metal (315-5135),Heavy Metal,heavymetal,heavy metal,1,1,main,main,Heavy Metal,Heavy Metal,SAME,0,,,
Heavy Smash (Europe version -2),Heavy Smash,heavysmash,heavy smash,1,1,main,main,Heavy Smash,Heavy Smash,SAME,0,,,
Heavy Unit (World),Heavy Unit,heavyunit,heavy unit,1,1,main,main,Heavy Unit,Heavy Unit,SAME,0,,,
Heavyweight Champ (set 1),Heavyweight Champ,heavyweightchamp,heavyweight champ,0,0,,,,,SAME,0,,,
Hebereke no Popoon (Japan),Hebereke no Popoon,heberekenopopoon,hebereke no popoon,1,1,main,main,Hebereke no Popoon,Hebereke no Popoon,SAME,0,,,
HeliFire (set 1),HeliFire,helifire,helifire,1,1,main,main,HeliFire,HeliFire,SAME,0,,,
Hell Night (ver EAA),Hell Night,hellnight,hell night,0,0,,,,,SAME,0,,,
Hellfire (2P set),Hellfire,hellfire,hellfire,1,1,main,main,Hellfire,Hellfire,SAME,0,,,
Hero,Hero,hero,hero,1,1,main,main,Hero,Hero,SAME,0,,,
Heroes (World ver EM-1),Heroes,heroes,heroes,0,0,,,,,SAME,0,,,
Heuk Sun Baek Sa (Korea),Heuk Sun Baek Sa,heuksunbaeksa,heuk sun baek sa,1,1,main,main,Heuk Sun Baek Sa,Heuk Sun Baek Sa,SAME,0,,,
Hexa,Hexa,hexa,hexa,1,1,main,main,Hexa,Hexa,SAME,0,,,
Hexion (Japan ver JAB),Hexion,hexion,hexion,1,1,main,main,Hexion,Hexion,SAME,0,,,
Hidden Catch (World)  Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.03),Hidden Catch  Tul Lin Gu Lim Chat Ki '98,hiddencatchtullingulimchatki98,hidden catch tul lin gu lim chat ki 98,0,0,,,,,SAME,0,,,
Hidden Catch 2 (pcb ver 3.03) (KorEng) (AT89c52 protected),Hidden Catch 2,hiddencatch2,hidden catch 2,1,1,main,main,Hidden Catch 2,Hidden Catch 2,SAME,0,,,
Hidden Catch 2000 (AT89c52 protected),Hidden Catch 2000,hiddencatch2000,hidden catch 2000,1,1,main,main,Hidden Catch 2000,Hidden Catch 2000,SAME,0,,,
Hidden Catch 3 (ver 1.00  pcb ver 3.05),Hidden Catch 3,hiddencatch3,hidden catch 3,1,1,main,main,Hidden Catch 3,Hidden Catch 3,SAME,0,,,
High Impact Football (rev LA5 021591),High Impact Football,highimpactfootball,high impact football,1,1,main,main,High Impact Football,High Impact Football,SAME,0,,,
High Voltage,High Voltage,highvoltage,high voltage,1,1,main,main,High Voltage,High Voltage,SAME,0,,,
High Way Race,High Way Race,highwayrace,high way race,0,0,,,,,SAME,0,,,
Highway Chase (DECO Cassette) (US),Highway Chase,highwaychase,highway chase,0,0,,,,,SAME,0,,,
Himeshikibu (Japan),Himeshikibu,himeshikibu,himeshikibu,1,1,main,main,Himeshikibu,Himeshikibu,SAME,0,,,
Hippodrome (US),Hippodrome,hippodrome,hippodrome,1,1,main,main,Hippodrome,Hippodrome,SAME,0,,,
Hit 'n Miss (version 3.0),Hit 'n Miss,hitnmiss,hit n miss,1,1,main,main,Hit 'n Miss,Hit 'n Miss,SAME,0,,,
Hit the Ice (US),Hit the Ice,hittheice,hit the ice,1,1,main,main,Hit the Ice,Hit the Ice,SAME,0,,,
Hoccer (newer),Hoccer,hoccer,hoccer,1,1,main,main,Hoccer,Hoccer,SAME,0,,,
Hole Land (Japan),Hole Land,holeland,hole land,1,1,main,main,Hole Land,Hole Land,SAME,0,,,
"Holosseum (US, Rev A)",Holosseum,holosseum,holosseum,1,1,main,main,Holosseum,Holosseum,SAME,0,,,
Home Run Classic (v1.21 12-feb-1997),Home Run Classic,homerunclassic,home run classic,1,1,main,main,Home Run Classic,Home Run Classic,SAME,0,,,
Honey Doll,Honey Doll,honeydoll,honey doll,1,1,main,main,Honey Doll,Honey Doll,SAME,0,,,
Hook (World),Hook,hook,hook,1,1,main,main,Hook,Hook,SAME,0,,,
Hoops (Europe/Asia 1.7),Hoops,hoops,hoops,1,1,main,main,Hoops,Hoops,SAME,0,,,
Hoops '96 (EuropeAsia 2.0),Hoops '96,hoops96,hoops 96,1,1,main,main,Hoops '96,Hoops '96,SAME,0,,,
Hopper Robo,Hopper Robo,hopperrobo,hopper robo,1,1,main,main,Hopper Robo,Hopper Robo,SAME,0,,,
Hopping Mappy,Hopping Mappy,hoppingmappy,hopping mappy,1,1,main,main,Hopping Mappy,Hopping Mappy,SAME,0,,,
Horizon (Irem),Horizon,horizon,horizon,0,0,,,,,SAME,0,,,
Hot Blocks - Tetrix II (set 1),Hot Blocks - Tetrix II,hotblockstetrix2,hot blocks tetrix ii,0,0,,,,,SAME,0,,,
"Hot Bubble (Korea, with adult pictures)",Hot Bubble,hotbubble,hot bubble,1,1,main,main,Hot Bubble,Hot Bubble,SAME,0,,,
Hot Chase (set 1),Hot Chase,hotchase,hot chase,1,1,main,main,Hot Chase,Hot Chase,SAME,0,,,
Hot Mind (Hard Times hardware),Hot Mind,hotmind,hot mind,1,1,main,main,Hot Mind,Hot Mind,SAME,0,,,
Hot Night,Hot Night,hotnight,hot night,0,0,,,,,SAME,0,,,
Hot Pinball,Hot Pinball,hotpinball,hot pinball,1,1,main,main,Hot Pinball,Hot Pinball,SAME,0,,,
"Hot Rod (World, 3 Players, Turbo set 1, Floppy Based)",Hot Rod,hotrod,hot rod,1,1,main,main,Hot Rod,Hot Rod,SAME,0,,,
Hot Shocker,Hot Shocker,hotshocker,hot shocker,1,1,main,main,Hot Shocker,Hot Shocker,SAME,0,,,
Hot Shots Tennis (V1.1),Hot Shots Tennis,hotshotstennis,hot shots tennis,1,1,main,main,Hot Shots Tennis,Hot Shots Tennis,SAME,0,,,
Hunchback (set 1),Hunchback,hunchback,hunchback,1,1,main,main,Hunchback,Hunchback,SAME,0,,,
Hunchback Olympic,Hunchback Olympic,hunchbackolympic,hunchback olympic,0,0,,,,,SAME,0,,,
Hustle,Hustle,hustle,hustle,1,1,main,main,Hustle,Hustle,SAME,0,,,
Hydra,Hydra,hydra,hydra,1,1,main,main,Hydra,Hydra,SAME,0,,,
Hyper Athlete (GV021 Japan 1.00),Hyper Athlete,hyperathlete,hyper athlete,1,1,main,main,Hyper Athlete,Hyper Athlete,SAME,0,,,
Hyper Bishi Bashi Champ - 2 Player (GX908 19990824 VER. JAA),Hyper Bishi Bashi Champ - 2 Player,hyperbishibashichamp2player,hyper bishi bashi champ 2 player,0,0,,,,,SAME,0,,,
Hyper Bishi Bashi Champ (GQ876 VER. EAA),Hyper Bishi Bashi Champ,hyperbishibashichamp,hyper bishi bashi champ,1,1,main,main,Hyper Bishi Bashi Champ,Hyper Bishi Bashi Champ,SAME,0,,,
Hyper Crash (version D),Hyper Crash,hypercrash,hyper crash,1,1,main,main,Hyper Crash,Hyper Crash,SAME,0,,,
Hyper Duel (Japan set 1),Hyper Duel,hyperduel,hyper duel,1,1,main,main,Hyper Duel,Hyper Duel,SAME,0,,,
Hyper Olympic '84,Hyper Olympic '84,hyperolympic84,hyper olympic 84,0,0,,,,,SAME,0,,,
Hyper Pacman,Hyper Pacman,hyperpacman,hyper pacman,1,0,main,,Hyper Pac-Man,,WORSE,0,,,
Hyper Sports,Hyper Sports,hypersports,hyper sports,1,1,main,main,Hyper Sports,Hyper Sports,SAME,0,,,
"Hyperdrive (ver 1.40, Oct 23 1998)",Hyperdrive,hyperdrive,hyperdrive,1,1,main,main,Hyperdrive,Hyperdrive,SAME,0,,,
"I, Robot","I, Robot",irobot,i robot,1,1,main,main,"I, Robot","I, Robot",SAME,0,,,
IGMO,IGMO,igmo,igmo,1,1,main,main,IGMO,IGMO,SAME,0,,,
Ikari (Joystick hack bootleg),Ikari,ikari,ikari,0,0,,,,,SAME,0,,,
"Ikari III - The Rescue (World version 1, 8-Way Joystick)",Ikari III - The Rescue,ikari3therescue,ikari iii the rescue,1,1,main,main,Ikari III: The Rescue,Ikari III: The Rescue,SAME,0,,,
Ikari Warriors (US JAMMA),Ikari Warriors,ikariwarriors,ikari warriors,1,1,main,main,Ikari Warriors,Ikari Warriors,SAME,0,,,
Ikki (Japan),Ikki,ikki,ikki,0,0,,,,,SAME,0,,,
"I'm Sorry (315-5110, US)",I'm Sorry,imsorry,i m sorry,1,1,main,main,I'm Sorry,I'm Sorry,SAME,0,,,
Image Fight (World),Image Fight,imagefight,image fight,1,1,main,main,Image Fight,Image Fight,SAME,0,,,
Imago (cocktail set),Imago,imago,imago,1,1,main,main,Imago,Imago,SAME,0,,,
Imola Grand Prix (set 1),Imola Grand Prix,imolagrandprix,imola grand prix,1,1,main,main,Imola Grand Prix,Imola Grand Prix,SAME,0,,,
In The Hunt (World),In The Hunt,inthehunt,in the hunt,1,1,main,main,In the Hunt,In the Hunt,SAME,0,,,
Inca,Inca,inca,inca,1,1,main,main,Inca,Inca,SAME,0,,,
Indian Battle,Indian Battle,indianbattle,indian battle,1,1,main,main,Indian Battle,Indian Battle,SAME,0,,,
Indiana Jones and the Temple of Doom (set 1),Indiana Jones and the Temple of Doom,indianajonesandthetempleofdoom,indiana jones and the temple of doom,1,1,main,main,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,SAME,0,,,
Indoor Soccer (set 1),Indoor Soccer,indoorsoccer,indoor soccer,1,1,main,main,Indoor Soccer,Indoor Soccer,SAME,0,,,
Inferno (Meadows),Inferno,inferno,inferno,1,1,main,main,Inferno,Inferno,SAME,0,,,
Inferno (Williams),Inferno,inferno,inferno,1,1,main,main,Inferno,Inferno,SAME,0,,,
Insector X (World),Insector X,insectorx,insector x,1,1,main,main,Insector X,Insector X,SAME,0,,,
Intergirl,Intergirl,intergirl,intergirl,1,1,main,main,Intergirl,Intergirl,SAME,0,,,
Intrepid (set 1),Intrepid,intrepid,intrepid,1,1,main,main,Intrepid,Intrepid,SAME,0,,,
Invader's Revenge (set 1),Invader's Revenge,invadersrevenge,invader s revenge,1,1,main,main,Invader's Revenge,Invader's Revenge,SAME,0,,,
Invasion - The Abductors (version 5.0),Invasion - The Abductors,invasiontheabductors,invasion the abductors,1,1,main,main,Invasion: The Abductors,Invasion: The Abductors,SAME,0,,,
Invinco,Invinco,invinco,invinco,1,1,main,main,Invinco,Invinco,SAME,0,,,
IPM Invader (set 1),IPM Invader,ipminvader,ipm invader,0,0,,,,,SAME,0,,,
IQ-Block (V100U),IQ-Block,iqblock,iq block,1,1,main,main,IQ-Block,IQ-Block,SAME,0,,,
Iron Fortress,Iron Fortress,ironfortress,iron fortress,1,1,main,main,Iron Fortress,Iron Fortress,SAME,0,,,
Iron Horse (version K),Iron Horse,ironhorse,iron horse,1,1,main,main,Iron Horse,Iron Horse,SAME,0,,,
Ironman Ivan Stewart's Super Off-Road (rev 4),Ironman Ivan Stewart's Super Off-Road,ironmanivanstewartssuperoffroad,ironman ivan stewart s super off road,0,0,,,,,SAME,0,,,
Ironman Ivan Stewart's Super Off-Road Track-Pak (rev 4?),Ironman Ivan Stewart's Super Off-Road Track-Pak,ironmanivanstewartssuperoffroadtrackpak,ironman ivan stewart s super off road track pak,0,0,,,,,SAME,0,,,
Istrebiteli,Istrebiteli,istrebiteli,istrebiteli,1,1,main,main,Istrebiteli,Istrebiteli,SAME,0,,,
Itazura Tenshi (Japan),Itazura Tenshi,itazuratenshi,itazura tenshi,1,1,main,main,Itazura Tenshi,Itazura Tenshi,SAME,0,,,
J. J. Squawkers,J. J. Squawkers,jjsquawkers,j j squawkers,1,1,main,main,J. J. Squawkers,J. J. Squawkers,SAME,0,,,
Jack Rabbit (set 1),Jack Rabbit,jackrabbit,jack rabbit,1,1,main,main,Jack Rabbit,Jack Rabbit,SAME,0,,,
Jack the Giantkiller (set 1),Jack the Giantkiller,jackthegiantkiller,jack the giantkiller,1,1,main,main,Jack the Giantkiller,Jack the Giantkiller,SAME,0,,,
"Jackal (World, 8-way Joystick)",Jackal,jackal,jackal,0,0,,,,,SAME,0,,,
Jackie Chan - The Kung-Fu Master (rev 4),Jackie Chan - The Kung-Fu Master,jackiechanthekungfumaster,jackie chan the kung fu master,1,1,main,main,Jackie Chan: The Kung-Fu Master,Jackie Chan: The Kung-Fu Master,SAME,0,,,
Jackie Chan in Fists of Fire,Jackie Chan in Fists of Fire,jackiechaninfistsoffire,jackie chan in fists of fire,1,1,main,main,Jackie Chan in Fists of Fire,Jackie Chan in Fists of Fire,SAME,0,,,
Jail Break,Jail Break,jailbreak,jail break,1,0,main,,Jailbreak,,WORSE,0,,,
Jan Jan Paradise 2,Jan Jan Paradise 2,janjanparadise2,jan jan paradise 2,1,1,main,main,Jan Jan Paradise 2,Jan Jan Paradise 2,SAME,0,,,
Janken Game Acchi Muite Hoi! (Japan 1.3),Janken Game Acchi Muite Hoi!,jankengameacchimuitehoi,janken game acchi muite hoi,1,1,main,main,Janken Game Acchi Muite Hoi!,Janken Game Acchi Muite Hoi!,SAME,0,,,
"Jet Wave (EAB, Euro v1.04)",Jet Wave,jetwave,jet wave,0,0,,,,,SAME,0,,,
Jikkyou Pawafuru Puro Yakyu EX (GX802 VER. JAB),Jikkyou Pawafuru Puro Yakyu EX,jikkyoupawafurupuroyakyuex,jikkyou pawafuru puro yakyu ex,1,1,main,main,Jikkyou Pawafuru Puro Yakyu EX,Jikkyou Pawafuru Puro Yakyu EX,SAME,0,,,
Jikkyou Pawafuru Puro Yakyu EX '98 (GC811 VER. JAA),Jikkyou Pawafuru Puro Yakyu EX '98,jikkyoupawafurupuroyakyuex98,jikkyou pawafuru puro yakyu ex 98,0,0,,,,,SAME,0,,,
Jikkyou Powerful Pro Yakyuu '96 (GV017 Japan 1.03),Jikkyou Powerful Pro Yakyuu '96,jikkyoupowerfulproyakyuu96,jikkyou powerful pro yakyuu 96,1,1,main,main,Jikkyou Powerful Pro Yakyuu '96,Jikkyou Powerful Pro Yakyuu '96,SAME,0,,,
