Original Name,Cleaned Name,Normalized (OLD),Normalized (NEW),Match OLD,Match NEW,Type OLD,Type NEW,Matched OLD,Matched NEW,Improvement,Partial Match,Custom Similarity Score,Jaro-Winkler Score,Partial Matched Name,Partial Match Type
Ivan 'Ironman' Stewart's Super Off Road (1990)(Virgin Games),Ivan 'Ironman' Stewart's Super Off Road,ivanironmanstewartssuperoffroad,Ivan Ironman Stewart s Super Off Road,1,1,main,main,Ivan 'Ironman' Stewart's Super Off Road,Ivan 'Ironman' Stewart's Super Off Road,SAME,0,,,,
Iznogoud (1987)(Infogrames)(fr),Iznogoud,iznogoud,Iznogoud,1,1,main,main,Iznogoud,Iznogoud,SAME,0,,,,
J.T 37 (1990)(Amstar & Cpc)[cr],J.T 37,jt37,J T 37,1,0,main,,Jt 37,,WORSE,1,1.0,1.0,Jt 37,main
Jabato (1989)(Aventuras AD)(es),Jabato,jabato,Jabato,1,1,main,main,Jabato,Jabato,SAME,0,,,,
Jack and the Beanstalk (1985)(Thor Software)[cr],Jack and the Beanstalk,jackandthebeanstalk,Jack and the Beanstalk,1,1,main,main,Jack and the Beanstalk,Jack and the Beanstalk,SAME,0,,,,
Jack Nicklaus Golf (1989)(Accolade)(v2)(Disk 1 Side A)[Program],Jack Nicklaus Golf,jacknicklausgolf,Jack Nicklaus Golf,0,0,,,,,SAME,1,0.21136363636363636,0.8416666666666667,Jackal,main
Jack Nicklaus Golf (1989)(Accolade)(v2)(Disk 1 Side B)[Greatest],Jack Nicklaus Golf,jacknicklausgolf,Jack Nicklaus Golf,0,0,,,,,SAME,1,0.21136363636363636,0.8416666666666667,Jackal,main
Jack Nicklaus Golf (1989)(Accolade)(v2)(Disk 2 Side A)[Castle Pines],Jack Nicklaus Golf,jacknicklausgolf,Jack Nicklaus Golf,0,0,,,,,SAME,1,0.21136363636363636,0.8416666666666667,Jackal,main
Jack Nicklaus Golf (1989)(Accolade)(v2)(Disk 2 Side B)[Desert Mountain],Jack Nicklaus Golf,jacknicklausgolf,Jack Nicklaus Golf,0,0,,,,,SAME,1,0.21136363636363636,0.8416666666666667,Jackal,main
Jack the Nipper (1986)(Gremlin Graphics Software),Jack the Nipper,jackthenipper,Jack the Nipper,1,1,main,main,Jack the Nipper,Jack the Nipper,SAME,0,,,,
Jack the Nipper II - In Coconut Capers (1987)(Gremlin Graphics Software),Jack the Nipper II - In Coconut Capers,jackthenipper2incoconutcapers,Jack the Nipper 2 In Coconut Capers,1,0,main,,Jack the Nipper... II in Coconut Capers,,WORSE,1,1.0,1.0,Jack the Nipper... II in Coconut Capers,main
Jack the Ripper (1988)(CRL Group)[cr],Jack the Ripper,jacktheripper,Jack the Ripper,1,1,main,main,Jack the Ripper,Jack the Ripper,SAME,0,,,,
Jackal (1986)(Konami),Jackal,jackal,Jackal,1,1,main,main,Jackal,Jackal,SAME,0,,,,
Jahangir Khan World Championship Squash (1991)(Krisalis Software)(M3)(Side A)[Club],Jahangir Khan World Championship Squash,jahangirkhanworldchampionshipsquash,Jahangir Khan World Championship Squash,1,1,main,main,Jahangir Khan World Championship Squash,Jahangir Khan World Championship Squash,SAME,0,,,,
Jahangir Khan World Championship Squash (1991)(Krisalis Software)(M3)(Side B)[Tournament],Jahangir Khan World Championship Squash,jahangirkhanworldchampionshipsquash,Jahangir Khan World Championship Squash,1,1,main,main,Jahangir Khan World Championship Squash,Jahangir Khan World Championship Squash,SAME,0,,,,
Jai Alai (1991)(Opera Soft)(es)[codes],Jai Alai,jaialai,Jai Alai,1,1,main,main,Jai Alai,Jai Alai,SAME,0,,,,
Jail Break (1986)(Konami),Jail Break,jailbreak,Jail Break,1,1,main,main,Jail Break,Jail Break,SAME,0,,,,
James Clavell's Shogun (1986)(Virgin Games),James Clavell's Shogun,jamesclavellsshogun,James Clavell s Shogun,1,0,main,,James Clavell's Shōgun,,WORSE,1,1.0,1.0,James Clavell's Shōgun,main
James Debug - El Misterio De La Isla Perdida (1986)(Coktel Vision)(es)[cr],James Debug - El Misterio De La Isla Perdida,jamesdebugelmisteriodelaislaperdida,James Debug El Misterio De La Isla Perdida,0,0,,,,,SAME,1,0.3644155844155844,0.8778518255937611,James Debug: Le Mystère de l'ile Perdue,main
James Debug - Le Grand Saut (1987)(Coktel Vision)[cr XOR][t XOR],James Debug - Le Grand Saut,jamesdebuglegrandsaut,James Debug Le Grand Saut,1,1,main,main,James Debug: Le Grand Saut,James Debug: Le Grand Saut,SAME,0,,,,
James Debug - Mystere de l'Ile Perdue (1986)(Coktel Vision),James Debug - Mystere de l'Ile Perdue,jamesdebugmysteredelileperdue,James Debug Mystere de l Ile Perdue,0,0,,,,,SAME,1,0.4770967741935484,0.9319243604004449,James Debug: Le Mystère de l'ile Perdue,main
Jammin (1985)(Amsoft),Jammin,jammin,Jammin,1,1,main,main,Jammin,Jammin,SAME,0,,,,
Jarlac (2018)(cpcretrodev.byterealms)[cr],Jarlac,jarlac,Jarlac,1,1,main,main,Jarlac,Jarlac,SAME,0,,,,
Jason of the Argonauts (1990)(The Guild)(PD)[cr],Jason of the Argonauts,jasonoftheargonauts,Jason of the Argonauts,1,1,main,main,Jason of the Argonauts,Jason of the Argonauts,SAME,0,,,,
Jaws - Le Dernier Etalon (1988)(MBC Informatique)(fr)(Side A),Jaws - Le Dernier Etalon,jawsledernieretalon,Jaws Le Dernier Etalon,1,1,main,main,Jaws: Le Dernier Etalon,Jaws: Le Dernier Etalon,SAME,0,,,,
Jaws - Le Dernier Etalon (1988)(MBC Informatique)(fr)(Side B),Jaws - Le Dernier Etalon,jawsledernieretalon,Jaws Le Dernier Etalon,1,1,main,main,Jaws: Le Dernier Etalon,Jaws: Le Dernier Etalon,SAME,0,,,,
Jaws (1989)(Screen 7),Jaws,jaws,Jaws,1,1,main,main,Jaws,Jaws,SAME,0,,,,
Jet Bike Simulator (1988)(Codemasters Software),Jet Bike Simulator,jetbikesimulator,Jet Bike Simulator,1,1,main,main,Jet Bike Simulator,Jet Bike Simulator,SAME,0,,,,
Jet Set Willy - The Final Frontier (1985)(Software Projects)[cr],Jet Set Willy - The Final Frontier,jetsetwillythefinalfrontier,Jet Set Willy The Final Frontier,0,0,,,,,SAME,1,0.4601307189542484,0.9277777777777778,Jet Set Willy: Final Frontier,main
Jet Set Willy (1985)(Software Projects)[cr],Jet Set Willy,jetsetwilly,Jet Set Willy,1,1,main,main,Jet Set Willy,Jet Set Willy,SAME,0,,,,
Jet-Boot Jack (1984)(Amsoft)[tape],Jet-Boot Jack,jetbootjack,Jet Boot Jack,1,1,main,main,Jet-Boot Jack,Jet-Boot Jack,SAME,0,,,,
"Jetsons, The (1992)(Hi-Tec Software)","Jetsons, The",jetsons,Jetsons The,0,0,,,,,SAME,1,0.23152173913043478,0.6755952380952381,Jewels of Darkness,main
"Jeu du Roy, Le (1988)(FIL)(fr)[b]","Jeu du Roy, Le",jeuduroy,Jeu du Roy Le,0,0,,,,,SAME,1,0.18666666666666668,0.5472222222222222,El Juego de la Oca,main
Jeux Sans Frontieres - Intervilles (1986)(Ocean Software)[cr],Jeux Sans Frontieres - Intervilles,jeuxsansfrontieresintervilles,Jeux Sans Frontieres Intervilles,0,0,,,,,SAME,1,0.19350912778904666,0.5771642150952496,Jetsons: The Computer Game,main
"Jewels of Babylon, The (1984)(Interceptor Software)[cr]","Jewels of Babylon, The",jewelsofbabylon,Jewels of Babylon The,1,0,main,,Jewels of Babylon,,WORSE,1,1.0,1.0,Jewels of Babylon,main
Jewels of Darkness - Colossal Trilogy (1986)(Rainbird Software),Jewels of Darkness - Colossal Trilogy,jewelsofdarknesscolossaltrilogy,Jewels of Darkness Colossal Trilogy,0,0,,,,,SAME,1,0.3074811256005491,0.9032258064516129,Jewels of Darkness,main
Jigsaw (1986)(Skyline Software)[cr],Jigsaw,jigsaw,Jigsaw,0,0,,,,,SAME,1,0.24666666666666667,0.611111111111111,Jaws,main
Jim Power in Mutant Planet (1992)(Loriciels)(Side A),Jim Power in Mutant Planet,jimpowerinmutantplanet,Jim Power in Mutant Planet,1,1,main,main,Jim Power in Mutant Planet,Jim Power in Mutant Planet,SAME,0,,,,
Jim Power in Mutant Planet (1992)(Loriciels)(Side B),Jim Power in Mutant Planet,jimpowerinmutantplanet,Jim Power in Mutant Planet,1,1,main,main,Jim Power in Mutant Planet,Jim Power in Mutant Planet,SAME,0,,,,
Jinks (1988)(Rainbow Arts),Jinks,jinks,Jinks,1,1,main,main,Jinks,Jinks,SAME,0,,,,
Jinxter (1988)(Rainbird Software)(Side A),Jinxter,jinxter,Jinxter,1,1,main,main,Jinxter,Jinxter,SAME,0,,,,
Jinxter (1988)(Rainbird Software)(Side B),Jinxter,jinxter,Jinxter,1,1,main,main,Jinxter,Jinxter,SAME,0,,,,
Jocky Wilson's Compendium of Darts (1990)(Zeppelin Games)[cr],Jocky Wilson's Compendium of Darts,jockywilsonscompendiumofdarts,Jocky Wilson s Compendium of Darts,1,1,main,main,Jocky Wilson's Compendium of Darts,Jocky Wilson's Compendium of Darts,SAME,0,,,,
Joe Blade (1987)(Players)[cr],Joe Blade,joeblade,Joe Blade,1,1,main,main,Joe Blade,Joe Blade,SAME,0,,,,
Joe Blade 2 (1988)(Players)[cr],Joe Blade 2,joeblade2,Joe Blade 2,1,1,main,main,Joe Blade II,Joe Blade II,SAME,0,,,,
Joe Blade 3 (1989)(Players Premier)[cr][f],Joe Blade 3,joeblade3,Joe Blade 3,1,1,main,main,Joe Blade III,Joe Blade III,SAME,0,,,,
Johnny Reb (1984)(MC Lothlorien)[cr],Johnny Reb,johnnyreb,Johnny Reb,1,1,main,main,Johnny Reb,Johnny Reb,SAME,0,,,,
Johnny Reb II (1986)(MC Lothlorien),Johnny Reb II,johnnyreb2,Johnny Reb 2,1,1,main,main,Johnny Reb II,Johnny Reb II,SAME,0,,,,
Jonah Barrington's Squash (1987)(Mastertronic)[tape],Jonah Barrington's Squash,jonahbarringtonssquash,Jonah Barrington s Squash,1,1,main,main,Jonah Barrington's Squash,Jonah Barrington's Squash,SAME,0,,,,
Jonny Quest in Doctor Zin's Underworld (1991)(Hi-Tec Software)[cr Tom & Jerry],Jonny Quest in Doctor Zin's Underworld,jonnyquestindoctorzinsunderworld,Jonny Quest in Doctor Zin s Underworld,0,0,,,,,SAME,1,0.20535714285714285,0.8625,Jonny Quest,main
Joust (1986)(Quality Software)[cr],Joust,joust,Joust,0,0,,,,,SAME,1,0.3181818181818182,0.8400000000000001,Justin,main
"Joyaux De Babylone, Les (1985)(Interceptor Software)(v1.2)[cr]","Joyaux De Babylone, Les",joyauxdebabyloneles,Joyaux De Babylone Les,0,0,,,,,SAME,1,0.24303405572755415,0.6495481127060074,Jewels of Babylon,main
"Juego de la Oca, El (1989)(Zafiro Software)(es)","Juego de la Oca, El",juegodelaoca,Juego de la Oca El,1,0,main,,El Juego de la Oca,,WORSE,1,1.0,1.0,El Juego de la Oca,main
Juego del Ahorcado (19xx)(-)(PD)(M5)[cr],Juego del Ahorcado,juegodelahorcado,Juego del Ahorcado,0,0,,,,,SAME,1,0.40714285714285714,0.95,El Juego de la Oca,main
Jugando al Ajedrez (1991)(Mexico Floppy)(es)[cr],Jugando al Ajedrez,jugandoalajedrez,Jugando al Ajedrez,0,0,,,,,SAME,1,0.21982758620689657,0.6980769230769232,Jungle Warfare,main
Juggernaut (1985)(CRL Group)[cr],Juggernaut,juggernaut,Juggernaut,1,1,main,main,Juggernaut,Juggernaut,SAME,0,,,,
Jump Jet (1985)(Anirog Software),Jump Jet,jumpjet,Jump Jet,1,1,main,main,Jump Jet,Jump Jet,SAME,0,,,,
Jumpman (1986)(Blaby Computer Games)[cr],Jumpman,jumpman,Jumpman,1,1,main,main,Jumpman,Jumpman,SAME,0,,,,
Jungle Book (1989)(Coktel Vision)(Side A),Jungle Book,junglebook,Jungle Book,1,0,main,,The Jungle Book,,WORSE,1,1.0,1.0,The Jungle Book,main
Jungle Book (1989)(Coktel Vision)(Side B),Jungle Book,junglebook,Jungle Book,1,0,main,,The Jungle Book,,WORSE,1,1.0,1.0,The Jungle Book,main
Jungle Jane (1986)(Bug-Byte)[cr],Jungle Jane,junglejane,Jungle Jane,1,1,main,main,Jungle Jane,Jungle Jane,SAME,0,,,,
Jungle Warfare (1989)(Virgin Mastertronic)[cr],Jungle Warfare,junglewarfare,Jungle Warfare,1,1,main,main,Jungle Warfare,Jungle Warfare,SAME,0,,,,
Jungle Warrior (1990)(Zigurat Software)(es),Jungle Warrior,junglewarrior,Jungle Warrior,1,1,main,main,Jungle Warrior,Jungle Warrior,SAME,0,,,,
K.Y.A. (1987)(Loriciels)(fr),K.Y.A.,kya,K Y A,1,1,main,main,K.Y.A.,K.Y.A.,SAME,0,,,,
K.Y.A. (1987)(Loriciels)(es),K.Y.A.,kya,K Y A,1,1,main,main,K.Y.A.,K.Y.A.,SAME,0,,,,
Kane (1986)(Mastertronic)[cr],Kane,kane,Kane,1,1,main,main,Kane,Kane,SAME,0,,,,
Karateka (1986)(Broderbund Software)(fr),Karateka,karateka,Karateka,1,1,main,main,Karateka,Karateka,SAME,0,,,,
Karateka (1986)(Broderbund Software)(es)(Side A),Karateka,karateka,Karateka,1,1,main,main,Karateka,Karateka,SAME,0,,,,
Karateka (1986)(Broderbund Software)(es)(Side B),Karateka,karateka,Karateka,1,1,main,main,Karateka,Karateka,SAME,0,,,,
Karl's Treasure Hunt (1984)(Software Project)[cr],Karl's Treasure Hunt,karlstreasurehunt,Karl s Treasure Hunt,1,0,main,,Karls Treasure Hunt,,WORSE,1,1.0,1.0,Karls Treasure Hunt,main
Karnov (1988)(Activision)(Side A),Karnov,karnov,Karnov,1,1,main,main,Karnov,Karnov,SAME,0,,,,
Karnov (1988)(Activision)(Side B),Karnov,karnov,Karnov,1,1,main,main,Karnov,Karnov,SAME,0,,,,
Kat Trap (1987)(Domark),Kat Trap,kattrap,Kat Trap,0,0,,,,,SAME,1,0.23888888888888887,0.6899470899470899,Karate Ace,main
Ke Rulen los Petas (1989)(Iber Soft)(es),Ke Rulen los Petas,kerulenlospetas,Ke Rulen los Petas,1,1,main,main,Ke Rulen los Petas,Ke Rulen los Petas,SAME,0,,,,
Kenny Dalglish Soccer Manager (1989)(Cognito)[cr],Kenny Dalglish Soccer Manager,kennydalglishsoccermanager,Kenny Dalglish Soccer Manager,1,1,main,main,Kenny Dalglish Soccer Manager,Kenny Dalglish Soccer Manager,SAME,0,,,,
Kenny Dalglish Soccer Match (1990)(Impressions)[tape],Kenny Dalglish Soccer Match,kennydalglishsoccermatch,Kenny Dalglish Soccer Match,1,1,main,main,Kenny Dalglish Soccer Match,Kenny Dalglish Soccer Match,SAME,0,,,,
Kentilla (1986)(Mastertronic)[cr],Kentilla,kentilla,Kentilla,1,1,main,main,Kentilla,Kentilla,SAME,0,,,,
Kentucky Racing (1991)(Alternative Software)[cr],Kentucky Racing,kentuckyracing,Kentucky Racing,1,1,main,main,Kentucky Racing,Kentucky Racing,SAME,0,,,,
Kessin (1992)(PD)(fr)[cr],Kessin,kessin,Kessin,0,0,,,,,SAME,1,0.23,0.6055555555555555,Killer Ring,main
Kettle (1986)(Alligata Software),Kettle,kettle,Kettle,1,1,main,main,Kettle,Kettle,SAME,0,,,,
"Key Factor, The (1985)(Amsoft)[cr]","Key Factor, The",keyfactor,Key Factor The,1,0,main,,The Key Factor,,WORSE,1,1.0,1.0,The Key Factor,main
"Key, The (2024)(Pakete Soft)(fr)","Key, The",key,Key The,1,0,main,,The key,,WORSE,1,1.0,1.0,The key,main
"Key, The (2024)(Pakete Soft)(es)","Key, The",key,Key The,1,0,main,,The key,,WORSE,1,1.0,1.0,The key,main
"Key, The (2024)(Pakete Soft)(it)","Key, The",key,Key The,1,0,main,,The key,,WORSE,1,1.0,1.0,The key,main
"Key, The (2024)(Pakete Soft)","Key, The",key,Key The,1,0,main,,The key,,WORSE,1,1.0,1.0,The key,main
Kick Off (1990)(Anco Software)(M5),Kick Off,kickoff,Kick Off,1,1,main,main,Kick Off,Kick Off,SAME,0,,,,
Kick Off 2 (1990)(Anco Software)(fr)(Side A),Kick Off 2,kickoff2,Kick Off 2,1,1,main,main,Kick Off 2,Kick Off 2,SAME,0,,,,
Kick Off 2 (1990)(Anco Software)(fr)(Side B),Kick Off 2,kickoff2,Kick Off 2,1,1,main,main,Kick Off 2,Kick Off 2,SAME,0,,,,
Kick Off 2 (1990)(Anco Software)(es)[cr],Kick Off 2,kickoff2,Kick Off 2,1,1,main,main,Kick Off 2,Kick Off 2,SAME,0,,,,
Kick Off 2 (1990)(Anco Software)(Side A),Kick Off 2,kickoff2,Kick Off 2,1,1,main,main,Kick Off 2,Kick Off 2,SAME,0,,,,
Kick Off 2 (1990)(Anco Software)(Side B),Kick Off 2,kickoff2,Kick Off 2,1,1,main,main,Kick Off 2,Kick Off 2,SAME,0,,,,
Killapede (1986)(Players)[cr],Killapede,killapede,Killapede,1,1,main,main,Killapede,Killapede,SAME,0,,,,
Killed Until Dead (1987)(US Gold)(Side A),Killed Until Dead,killeduntildead,Killed Until Dead,1,1,main,main,Killed Until Dead,Killed Until Dead,SAME,0,,,,
Killed Until Dead (1987)(US Gold)(Side B),Killed Until Dead,killeduntildead,Killed Until Dead,1,1,main,main,Killed Until Dead,Killed Until Dead,SAME,0,,,,
Killer Ball (1991)(Microids)(M2),Killer Ball,killerball,Killer Ball,1,0,main,,Killerball,,WORSE,1,1.0,1.0,Killerball,main
Killer Cobra (1987)(Mastertronic)[cr],Killer Cobra,killercobra,Killer Cobra,1,1,main,main,Killer Cobra,Killer Cobra,SAME,0,,,,
Killer Gorilla (1984)(Micro Power)[cr],Killer Gorilla,killergorilla,Killer Gorilla,1,1,main,main,Killer Gorilla,Killer Gorilla,SAME,0,,,,
Killer Ring (1987)(Ariolasoft)[cr],Killer Ring,killerring,Killer Ring,1,1,main,main,Killer Ring,Killer Ring,SAME,0,,,,
Killer Star (1986)(Loisitech)(fr)(Side A)[b],Killer Star,killerstar,Killer Star,0,0,,,,,SAME,1,0.32999999999999996,0.88,Killerball,main
Killer Star (1986)(Loisitech)(fr)(Side B)[b],Killer Star,killerstar,Killer Star,0,0,,,,,SAME,1,0.32999999999999996,0.88,Killerball,main
Kiloroid (2002)(Richard Wilson),Kiloroid,kiloroid,Kiloroid,0,0,,,,,SAME,1,0.28038277511961723,0.6931818181818182,King Leonard,main
Kinetik (1987)(Firebird),Kinetik,kinetik,Kinetik,1,1,main,main,Kinetik,Kinetik,SAME,0,,,,
King Leonard (1986)(Mind Games EspaÃ±a)(es)[cr],King Leonard,kingleonard,King Leonard,1,1,main,main,King Leonard,King Leonard,SAME,0,,,,
King Leonard,King Leonard,kingleonard,King Leonard,1,1,main,main,King Leonard,King Leonard,SAME,0,,,,
Klax (1990)(Domark),Klax,klax,Klax,1,1,main,main,Klax,Klax,SAME,0,,,,
Knight Force (1989)(Titus)(Side A),Knight Force,knightforce,Knight Force,1,1,main,main,Knight Force,Knight Force,SAME,0,,,,
Knight Force (1989)(Titus)(Side B),Knight Force,knightforce,Knight Force,1,1,main,main,Knight Force,Knight Force,SAME,0,,,,
Knight Games (1986)(English Software)(es)(Hack)(Side A)[cr],Knight Games,knightgames,Knight Games,1,1,main,main,Knight Games,Knight Games,SAME,0,,,,
Knight Games (1986)(English Software)(es)(Hack)(Side B)[cr],Knight Games,knightgames,Knight Games,1,1,main,main,Knight Games,Knight Games,SAME,0,,,,
Knight Games (1986)(English Software)(v2)(Side A),Knight Games,knightgames,Knight Games,1,1,main,main,Knight Games,Knight Games,SAME,0,,,,
Knight Games (1986)(English Software)(v2)(Side B),Knight Games,knightgames,Knight Games,1,1,main,main,Knight Games,Knight Games,SAME,0,,,,
